file_path,file_name,label_name,label
fan/id_00/normal/00000808.wav,00000808.wav,normal,0
fan/id_00/normal/00000762.wav,00000762.wav,normal,0
fan/id_00/normal/00000760.wav,00000760.wav,normal,0
fan/id_00/abnormal/00000311.wav,00000311.wav,abnormal,1
fan/id_00/normal/00000057.wav,00000057.wav,normal,0
fan/id_00/normal/00000828.wav,00000828.wav,normal,0
fan/id_00/normal/00000584.wav,00000584.wav,normal,0
fan/id_00/normal/00001008.wav,00001008.wav,normal,0
fan/id_00/abnormal/00000046.wav,00000046.wav,abnormal,1
fan/id_00/normal/00000334.wav,00000334.wav,normal,0
fan/id_00/abnormal/00000298.wav,00000298.wav,abnormal,1
fan/id_00/normal/00000151.wav,00000151.wav,normal,0
fan/id_00/normal/00000604.wav,00000604.wav,normal,0
fan/id_00/normal/00000499.wav,00000499.wav,normal,0
fan/id_00/normal/00001000.wav,00001000.wav,normal,0
fan/id_00/normal/00000183.wav,00000183.wav,normal,0
fan/id_00/normal/00000617.wav,00000617.wav,normal,0
fan/id_00/normal/00000265.wav,00000265.wav,normal,0
fan/id_00/normal/00000501.wav,00000501.wav,normal,0
fan/id_00/abnormal/00000229.wav,00000229.wav,abnormal,1
fan/id_00/abnormal/00000032.wav,00000032.wav,abnormal,1
fan/id_00/normal/00000847.wav,00000847.wav,normal,0
fan/id_00/normal/00000861.wav,00000861.wav,normal,0
fan/id_00/normal/00000597.wav,00000597.wav,normal,0
fan/id_00/abnormal/00000177.wav,00000177.wav,abnormal,1
fan/id_00/abnormal/00000283.wav,00000283.wav,abnormal,1
fan/id_00/abnormal/00000020.wav,00000020.wav,abnormal,1
fan/id_00/normal/00000652.wav,00000652.wav,normal,0
fan/id_00/abnormal/00000223.wav,00000223.wav,abnormal,1
fan/id_00/normal/00000025.wav,00000025.wav,normal,0
fan/id_00/normal/00000208.wav,00000208.wav,normal,0
fan/id_00/abnormal/00000030.wav,00000030.wav,abnormal,1
fan/id_00/normal/00000464.wav,00000464.wav,normal,0
fan/id_00/normal/00000053.wav,00000053.wav,normal,0
fan/id_00/abnormal/00000339.wav,00000339.wav,abnormal,1
fan/id_00/normal/00000327.wav,00000327.wav,normal,0
fan/id_00/normal/00000367.wav,00000367.wav,normal,0
fan/id_00/normal/00000994.wav,00000994.wav,normal,0
fan/id_00/normal/00000809.wav,00000809.wav,normal,0
fan/id_00/normal/00001005.wav,00001005.wav,normal,0
fan/id_00/normal/00000814.wav,00000814.wav,normal,0
fan/id_00/normal/00000237.wav,00000237.wav,normal,0
fan/id_00/normal/00000302.wav,00000302.wav,normal,0
fan/id_00/normal/00000301.wav,00000301.wav,normal,0
fan/id_00/abnormal/00000370.wav,00000370.wav,abnormal,1
fan/id_00/abnormal/00000053.wav,00000053.wav,abnormal,1
fan/id_00/abnormal/00000029.wav,00000029.wav,abnormal,1
fan/id_00/abnormal/00000069.wav,00000069.wav,abnormal,1
fan/id_00/normal/00000632.wav,00000632.wav,normal,0
fan/id_00/normal/00000462.wav,00000462.wav,normal,0
fan/id_00/normal/00000084.wav,00000084.wav,normal,0
fan/id_00/normal/00000383.wav,00000383.wav,normal,0
fan/id_00/normal/00000620.wav,00000620.wav,normal,0
fan/id_00/abnormal/00000246.wav,00000246.wav,abnormal,1
fan/id_00/normal/00000198.wav,00000198.wav,normal,0
fan/id_00/normal/00000373.wav,00000373.wav,normal,0
fan/id_00/normal/00000651.wav,00000651.wav,normal,0
fan/id_00/normal/00000154.wav,00000154.wav,normal,0
fan/id_00/normal/00000408.wav,00000408.wav,normal,0
fan/id_00/abnormal/00000368.wav,00000368.wav,abnormal,1
fan/id_00/normal/00000037.wav,00000037.wav,normal,0
fan/id_00/normal/00000984.wav,00000984.wav,normal,0
fan/id_00/normal/00000936.wav,00000936.wav,normal,0
fan/id_00/normal/00000531.wav,00000531.wav,normal,0
fan/id_00/abnormal/00000387.wav,00000387.wav,abnormal,1
fan/id_00/abnormal/00000257.wav,00000257.wav,abnormal,1
fan/id_00/normal/00000453.wav,00000453.wav,normal,0
fan/id_00/abnormal/00000241.wav,00000241.wav,abnormal,1
fan/id_00/normal/00000010.wav,00000010.wav,normal,0
fan/id_00/abnormal/00000282.wav,00000282.wav,abnormal,1
fan/id_00/abnormal/00000159.wav,00000159.wav,abnormal,1
fan/id_00/normal/00000905.wav,00000905.wav,normal,0
fan/id_00/normal/00000125.wav,00000125.wav,normal,0
fan/id_00/normal/00000890.wav,00000890.wav,normal,0
fan/id_00/normal/00000937.wav,00000937.wav,normal,0
fan/id_00/normal/00000790.wav,00000790.wav,normal,0
fan/id_00/normal/00000061.wav,00000061.wav,normal,0
fan/id_00/abnormal/00000209.wav,00000209.wav,abnormal,1
fan/id_00/abnormal/00000263.wav,00000263.wav,abnormal,1
fan/id_00/abnormal/00000192.wav,00000192.wav,abnormal,1
fan/id_00/abnormal/00000073.wav,00000073.wav,abnormal,1
fan/id_00/abnormal/00000239.wav,00000239.wav,abnormal,1
fan/id_00/abnormal/00000027.wav,00000027.wav,abnormal,1
fan/id_00/normal/00000516.wav,00000516.wav,normal,0
fan/id_00/normal/00000184.wav,00000184.wav,normal,0
fan/id_00/normal/00000514.wav,00000514.wav,normal,0
fan/id_00/abnormal/00000301.wav,00000301.wav,abnormal,1
fan/id_00/normal/00000731.wav,00000731.wav,normal,0
fan/id_00/normal/00000351.wav,00000351.wav,normal,0
fan/id_00/abnormal/00000394.wav,00000394.wav,abnormal,1
fan/id_00/abnormal/00000172.wav,00000172.wav,abnormal,1
fan/id_00/normal/00000066.wav,00000066.wav,normal,0
fan/id_00/normal/00000332.wav,00000332.wav,normal,0
fan/id_00/abnormal/00000196.wav,00000196.wav,abnormal,1
fan/id_00/normal/00000978.wav,00000978.wav,normal,0
fan/id_00/normal/00000109.wav,00000109.wav,normal,0
fan/id_00/abnormal/00000305.wav,00000305.wav,abnormal,1
fan/id_00/normal/00000359.wav,00000359.wav,normal,0
fan/id_00/abnormal/00000404.wav,00000404.wav,abnormal,1
fan/id_00/normal/00000185.wav,00000185.wav,normal,0
fan/id_00/normal/00000846.wav,00000846.wav,normal,0
fan/id_00/abnormal/00000171.wav,00000171.wav,abnormal,1
fan/id_00/normal/00000578.wav,00000578.wav,normal,0
fan/id_00/abnormal/00000154.wav,00000154.wav,abnormal,1
fan/id_00/normal/00000570.wav,00000570.wav,normal,0
fan/id_00/abnormal/00000067.wav,00000067.wav,abnormal,1
fan/id_00/normal/00000079.wav,00000079.wav,normal,0
fan/id_00/abnormal/00000406.wav,00000406.wav,abnormal,1
fan/id_00/normal/00000411.wav,00000411.wav,normal,0
fan/id_00/abnormal/00000324.wav,00000324.wav,abnormal,1
fan/id_00/normal/00000872.wav,00000872.wav,normal,0
fan/id_00/normal/00000202.wav,00000202.wav,normal,0
fan/id_00/normal/00000777.wav,00000777.wav,normal,0
fan/id_00/normal/00000404.wav,00000404.wav,normal,0
fan/id_00/normal/00000268.wav,00000268.wav,normal,0
fan/id_00/abnormal/00000050.wav,00000050.wav,abnormal,1
fan/id_00/normal/00000675.wav,00000675.wav,normal,0
fan/id_00/abnormal/00000265.wav,00000265.wav,abnormal,1
fan/id_00/normal/00000195.wav,00000195.wav,normal,0
fan/id_00/normal/00000089.wav,00000089.wav,normal,0
fan/id_00/normal/00000248.wav,00000248.wav,normal,0
fan/id_00/normal/00000442.wav,00000442.wav,normal,0
fan/id_00/normal/00000006.wav,00000006.wav,normal,0
fan/id_00/abnormal/00000276.wav,00000276.wav,abnormal,1
fan/id_00/normal/00000580.wav,00000580.wav,normal,0
fan/id_00/normal/00000362.wav,00000362.wav,normal,0
fan/id_00/abnormal/00000199.wav,00000199.wav,abnormal,1
fan/id_00/normal/00000967.wav,00000967.wav,normal,0
fan/id_00/normal/00000990.wav,00000990.wav,normal,0
fan/id_00/normal/00000153.wav,00000153.wav,normal,0
fan/id_00/normal/00000104.wav,00000104.wav,normal,0
fan/id_00/normal/00000538.wav,00000538.wav,normal,0
fan/id_00/normal/00000444.wav,00000444.wav,normal,0
fan/id_00/normal/00000923.wav,00000923.wav,normal,0
fan/id_00/normal/00000336.wav,00000336.wav,normal,0
fan/id_00/abnormal/00000055.wav,00000055.wav,abnormal,1
fan/id_00/abnormal/00000219.wav,00000219.wav,abnormal,1
fan/id_00/normal/00000692.wav,00000692.wav,normal,0
fan/id_00/normal/00000596.wav,00000596.wav,normal,0
fan/id_00/normal/00000640.wav,00000640.wav,normal,0
fan/id_00/normal/00000960.wav,00000960.wav,normal,0
fan/id_00/abnormal/00000238.wav,00000238.wav,abnormal,1
fan/id_00/normal/00000626.wav,00000626.wav,normal,0
fan/id_00/normal/00000331.wav,00000331.wav,normal,0
fan/id_00/normal/00000033.wav,00000033.wav,normal,0
fan/id_00/abnormal/00000297.wav,00000297.wav,abnormal,1
fan/id_00/normal/00000081.wav,00000081.wav,normal,0
fan/id_00/normal/00000921.wav,00000921.wav,normal,0
fan/id_00/normal/00000615.wav,00000615.wav,normal,0
fan/id_00/abnormal/00000398.wav,00000398.wav,abnormal,1
fan/id_00/normal/00000127.wav,00000127.wav,normal,0
fan/id_00/abnormal/00000281.wav,00000281.wav,abnormal,1
fan/id_00/normal/00000554.wav,00000554.wav,normal,0
fan/id_00/normal/00000810.wav,00000810.wav,normal,0
fan/id_00/normal/00000951.wav,00000951.wav,normal,0
fan/id_00/normal/00000787.wav,00000787.wav,normal,0
fan/id_00/abnormal/00000163.wav,00000163.wav,abnormal,1
fan/id_00/normal/00000341.wav,00000341.wav,normal,0
fan/id_00/normal/00000717.wav,00000717.wav,normal,0
fan/id_00/normal/00000919.wav,00000919.wav,normal,0
fan/id_00/normal/00000123.wav,00000123.wav,normal,0
fan/id_00/abnormal/00000353.wav,00000353.wav,abnormal,1
fan/id_00/normal/00000430.wav,00000430.wav,normal,0
fan/id_00/normal/00000688.wav,00000688.wav,normal,0
fan/id_00/normal/00000835.wav,00000835.wav,normal,0
fan/id_00/normal/00000948.wav,00000948.wav,normal,0
fan/id_00/abnormal/00000190.wav,00000190.wav,abnormal,1
fan/id_00/normal/00000613.wav,00000613.wav,normal,0
fan/id_00/normal/00000380.wav,00000380.wav,normal,0
fan/id_00/normal/00000281.wav,00000281.wav,normal,0
fan/id_00/normal/00000664.wav,00000664.wav,normal,0
fan/id_00/normal/00000687.wav,00000687.wav,normal,0
fan/id_00/abnormal/00000024.wav,00000024.wav,abnormal,1
fan/id_00/normal/00000764.wav,00000764.wav,normal,0
fan/id_00/normal/00000569.wav,00000569.wav,normal,0
fan/id_00/normal/00000505.wav,00000505.wav,normal,0
fan/id_00/normal/00000231.wav,00000231.wav,normal,0
fan/id_00/normal/00000370.wav,00000370.wav,normal,0
fan/id_00/normal/00000917.wav,00000917.wav,normal,0
fan/id_00/abnormal/00000146.wav,00000146.wav,abnormal,1
fan/id_00/abnormal/00000390.wav,00000390.wav,abnormal,1
fan/id_00/normal/00000258.wav,00000258.wav,normal,0
fan/id_00/normal/00000352.wav,00000352.wav,normal,0
fan/id_00/normal/00000741.wav,00000741.wav,normal,0
fan/id_00/normal/00000354.wav,00000354.wav,normal,0
fan/id_00/normal/00000959.wav,00000959.wav,normal,0
fan/id_00/normal/00000259.wav,00000259.wav,normal,0
fan/id_00/normal/00000975.wav,00000975.wav,normal,0
fan/id_00/abnormal/00000274.wav,00000274.wav,abnormal,1
fan/id_00/normal/00000283.wav,00000283.wav,normal,0
fan/id_00/normal/00000117.wav,00000117.wav,normal,0
fan/id_00/abnormal/00000202.wav,00000202.wav,abnormal,1
fan/id_00/normal/00000122.wav,00000122.wav,normal,0
fan/id_00/normal/00000044.wav,00000044.wav,normal,0
fan/id_00/abnormal/00000258.wav,00000258.wav,abnormal,1
fan/id_00/normal/00000003.wav,00000003.wav,normal,0
fan/id_00/abnormal/00000086.wav,00000086.wav,abnormal,1
fan/id_00/normal/00000197.wav,00000197.wav,normal,0
fan/id_00/abnormal/00000091.wav,00000091.wav,abnormal,1
fan/id_00/abnormal/00000153.wav,00000153.wav,abnormal,1
fan/id_00/normal/00000552.wav,00000552.wav,normal,0
fan/id_00/normal/00000939.wav,00000939.wav,normal,0
fan/id_00/normal/00000180.wav,00000180.wav,normal,0
fan/id_00/normal/00000784.wav,00000784.wav,normal,0
fan/id_00/abnormal/00000137.wav,00000137.wav,abnormal,1
fan/id_00/abnormal/00000403.wav,00000403.wav,abnormal,1
fan/id_00/normal/00000304.wav,00000304.wav,normal,0
fan/id_00/normal/00000253.wav,00000253.wav,normal,0
fan/id_00/abnormal/00000247.wav,00000247.wav,abnormal,1
fan/id_00/normal/00000793.wav,00000793.wav,normal,0
fan/id_00/normal/00000310.wav,00000310.wav,normal,0
fan/id_00/normal/00000507.wav,00000507.wav,normal,0
fan/id_00/abnormal/00000089.wav,00000089.wav,abnormal,1
fan/id_00/normal/00000868.wav,00000868.wav,normal,0
fan/id_00/abnormal/00000356.wav,00000356.wav,abnormal,1
fan/id_00/normal/00000693.wav,00000693.wav,normal,0
fan/id_00/normal/00000888.wav,00000888.wav,normal,0
fan/id_00/normal/00000903.wav,00000903.wav,normal,0
fan/id_00/abnormal/00000122.wav,00000122.wav,abnormal,1
fan/id_00/normal/00000272.wav,00000272.wav,normal,0
fan/id_00/normal/00000340.wav,00000340.wav,normal,0
fan/id_00/normal/00000928.wav,00000928.wav,normal,0
fan/id_00/normal/00000594.wav,00000594.wav,normal,0
fan/id_00/normal/00000465.wav,00000465.wav,normal,0
fan/id_00/normal/00000536.wav,00000536.wav,normal,0
fan/id_00/normal/00000744.wav,00000744.wav,normal,0
fan/id_00/normal/00000182.wav,00000182.wav,normal,0
fan/id_00/normal/00000236.wav,00000236.wav,normal,0
fan/id_00/normal/00000607.wav,00000607.wav,normal,0
fan/id_00/abnormal/00000280.wav,00000280.wav,abnormal,1
fan/id_00/abnormal/00000357.wav,00000357.wav,abnormal,1
fan/id_00/normal/00000165.wav,00000165.wav,normal,0
fan/id_00/abnormal/00000384.wav,00000384.wav,abnormal,1
fan/id_00/normal/00000616.wav,00000616.wav,normal,0
fan/id_00/normal/00000232.wav,00000232.wav,normal,0
fan/id_00/normal/00000321.wav,00000321.wav,normal,0
fan/id_00/normal/00000778.wav,00000778.wav,normal,0
fan/id_00/abnormal/00000323.wav,00000323.wav,abnormal,1
fan/id_00/normal/00000054.wav,00000054.wav,normal,0
fan/id_00/normal/00000448.wav,00000448.wav,normal,0
fan/id_00/abnormal/00000193.wav,00000193.wav,abnormal,1
fan/id_00/normal/00000210.wav,00000210.wav,normal,0
fan/id_00/normal/00000549.wav,00000549.wav,normal,0
fan/id_00/normal/00000796.wav,00000796.wav,normal,0
fan/id_00/abnormal/00000127.wav,00000127.wav,abnormal,1
fan/id_00/normal/00000285.wav,00000285.wav,normal,0
fan/id_00/abnormal/00000400.wav,00000400.wav,abnormal,1
fan/id_00/normal/00000528.wav,00000528.wav,normal,0
fan/id_00/normal/00000966.wav,00000966.wav,normal,0
fan/id_00/normal/00000595.wav,00000595.wav,normal,0
fan/id_00/normal/00000877.wav,00000877.wav,normal,0
fan/id_00/abnormal/00000373.wav,00000373.wav,abnormal,1
fan/id_00/normal/00000388.wav,00000388.wav,normal,0
fan/id_00/normal/00000571.wav,00000571.wav,normal,0
fan/id_00/normal/00000648.wav,00000648.wav,normal,0
fan/id_00/normal/00000627.wav,00000627.wav,normal,0
fan/id_00/normal/00000255.wav,00000255.wav,normal,0
fan/id_00/normal/00000913.wav,00000913.wav,normal,0
fan/id_00/abnormal/00000260.wav,00000260.wav,abnormal,1
fan/id_00/normal/00000970.wav,00000970.wav,normal,0
fan/id_00/normal/00000228.wav,00000228.wav,normal,0
fan/id_00/normal/00000419.wav,00000419.wav,normal,0
fan/id_00/abnormal/00000309.wav,00000309.wav,abnormal,1
fan/id_00/abnormal/00000201.wav,00000201.wav,abnormal,1
fan/id_00/normal/00000203.wav,00000203.wav,normal,0
fan/id_00/normal/00000488.wav,00000488.wav,normal,0
fan/id_00/normal/00000788.wav,00000788.wav,normal,0
fan/id_00/normal/00000368.wav,00000368.wav,normal,0
fan/id_00/abnormal/00000365.wav,00000365.wav,abnormal,1
fan/id_00/normal/00000009.wav,00000009.wav,normal,0
fan/id_00/normal/00000132.wav,00000132.wav,normal,0
fan/id_00/normal/00000579.wav,00000579.wav,normal,0
fan/id_00/normal/00000135.wav,00000135.wav,normal,0
fan/id_00/normal/00000355.wav,00000355.wav,normal,0
fan/id_00/abnormal/00000203.wav,00000203.wav,abnormal,1
fan/id_00/abnormal/00000085.wav,00000085.wav,abnormal,1
fan/id_00/normal/00000375.wav,00000375.wav,normal,0
fan/id_00/normal/00000800.wav,00000800.wav,normal,0
fan/id_00/normal/00000338.wav,00000338.wav,normal,0
fan/id_00/normal/00000386.wav,00000386.wav,normal,0
fan/id_00/abnormal/00000021.wav,00000021.wav,abnormal,1
fan/id_00/normal/00000082.wav,00000082.wav,normal,0
fan/id_00/normal/00000024.wav,00000024.wav,normal,0
fan/id_00/normal/00000933.wav,00000933.wav,normal,0
fan/id_00/normal/00000120.wav,00000120.wav,normal,0
fan/id_00/normal/00000924.wav,00000924.wav,normal,0
fan/id_00/abnormal/00000251.wav,00000251.wav,abnormal,1
fan/id_00/normal/00000094.wav,00000094.wav,normal,0
fan/id_00/abnormal/00000335.wav,00000335.wav,abnormal,1
fan/id_00/normal/00000357.wav,00000357.wav,normal,0
fan/id_00/normal/00000247.wav,00000247.wav,normal,0
fan/id_00/normal/00000746.wav,00000746.wav,normal,0
fan/id_00/normal/00000636.wav,00000636.wav,normal,0
fan/id_00/abnormal/00000322.wav,00000322.wav,abnormal,1
fan/id_00/normal/00000223.wav,00000223.wav,normal,0
fan/id_00/abnormal/00000039.wav,00000039.wav,abnormal,1
fan/id_00/normal/00000325.wav,00000325.wav,normal,0
fan/id_00/normal/00000992.wav,00000992.wav,normal,0
fan/id_00/normal/00000349.wav,00000349.wav,normal,0
fan/id_00/normal/00000449.wav,00000449.wav,normal,0
fan/id_00/normal/00000451.wav,00000451.wav,normal,0
fan/id_00/normal/00000945.wav,00000945.wav,normal,0
fan/id_00/normal/00000078.wav,00000078.wav,normal,0
fan/id_00/normal/00000599.wav,00000599.wav,normal,0
fan/id_00/normal/00000998.wav,00000998.wav,normal,0
fan/id_00/normal/00000511.wav,00000511.wav,normal,0
fan/id_00/normal/00000177.wav,00000177.wav,normal,0
fan/id_00/normal/00000100.wav,00000100.wav,normal,0
fan/id_00/normal/00000880.wav,00000880.wav,normal,0
fan/id_00/normal/00000199.wav,00000199.wav,normal,0
fan/id_00/normal/00000589.wav,00000589.wav,normal,0
fan/id_00/normal/00000172.wav,00000172.wav,normal,0
fan/id_00/normal/00000930.wav,00000930.wav,normal,0
fan/id_00/normal/00000576.wav,00000576.wav,normal,0
fan/id_00/abnormal/00000243.wav,00000243.wav,abnormal,1
fan/id_00/normal/00000859.wav,00000859.wav,normal,0
fan/id_00/normal/00000509.wav,00000509.wav,normal,0
fan/id_00/abnormal/00000234.wav,00000234.wav,abnormal,1
fan/id_00/normal/00000478.wav,00000478.wav,normal,0
fan/id_00/normal/00000964.wav,00000964.wav,normal,0
fan/id_00/abnormal/00000132.wav,00000132.wav,abnormal,1
fan/id_00/abnormal/00000402.wav,00000402.wav,abnormal,1
fan/id_00/normal/00000147.wav,00000147.wav,normal,0
fan/id_00/normal/00000526.wav,00000526.wav,normal,0
fan/id_00/normal/00000324.wav,00000324.wav,normal,0
fan/id_00/abnormal/00000084.wav,00000084.wav,abnormal,1
fan/id_00/normal/00000735.wav,00000735.wav,normal,0
fan/id_00/normal/00000947.wav,00000947.wav,normal,0
fan/id_00/abnormal/00000256.wav,00000256.wav,abnormal,1
fan/id_00/normal/00000469.wav,00000469.wav,normal,0
fan/id_00/normal/00000012.wav,00000012.wav,normal,0
fan/id_00/abnormal/00000158.wav,00000158.wav,abnormal,1
fan/id_00/normal/00000429.wav,00000429.wav,normal,0
fan/id_00/normal/00000518.wav,00000518.wav,normal,0
fan/id_00/abnormal/00000250.wav,00000250.wav,abnormal,1
fan/id_00/normal/00000235.wav,00000235.wav,normal,0
fan/id_00/normal/00000721.wav,00000721.wav,normal,0
fan/id_00/normal/00000660.wav,00000660.wav,normal,0
fan/id_00/normal/00000896.wav,00000896.wav,normal,0
fan/id_00/abnormal/00000321.wav,00000321.wav,abnormal,1
fan/id_00/normal/00000374.wav,00000374.wav,normal,0
fan/id_00/normal/00000076.wav,00000076.wav,normal,0
fan/id_00/normal/00000752.wav,00000752.wav,normal,0
fan/id_00/normal/00000755.wav,00000755.wav,normal,0
fan/id_00/normal/00000893.wav,00000893.wav,normal,0
fan/id_00/normal/00000107.wav,00000107.wav,normal,0
fan/id_00/abnormal/00000076.wav,00000076.wav,abnormal,1
fan/id_00/normal/00000709.wav,00000709.wav,normal,0
fan/id_00/normal/00000174.wav,00000174.wav,normal,0
fan/id_00/normal/00000892.wav,00000892.wav,normal,0
fan/id_00/normal/00000557.wav,00000557.wav,normal,0
fan/id_00/normal/00000005.wav,00000005.wav,normal,0
fan/id_00/normal/00000425.wav,00000425.wav,normal,0
fan/id_00/normal/00000907.wav,00000907.wav,normal,0
fan/id_00/normal/00000186.wav,00000186.wav,normal,0
fan/id_00/normal/00000743.wav,00000743.wav,normal,0
fan/id_00/normal/00000732.wav,00000732.wav,normal,0
fan/id_00/normal/00000045.wav,00000045.wav,normal,0
fan/id_00/abnormal/00000270.wav,00000270.wav,abnormal,1
fan/id_00/normal/00000749.wav,00000749.wav,normal,0
fan/id_00/normal/00000659.wav,00000659.wav,normal,0
fan/id_00/normal/00000662.wav,00000662.wav,normal,0
fan/id_00/normal/00000534.wav,00000534.wav,normal,0
fan/id_00/normal/00000931.wav,00000931.wav,normal,0
fan/id_00/normal/00000112.wav,00000112.wav,normal,0
fan/id_00/normal/00000031.wav,00000031.wav,normal,0
fan/id_00/abnormal/00000316.wav,00000316.wav,abnormal,1
fan/id_00/normal/00000224.wav,00000224.wav,normal,0
fan/id_00/normal/00000292.wav,00000292.wav,normal,0
fan/id_00/normal/00000193.wav,00000193.wav,normal,0
fan/id_00/normal/00000679.wav,00000679.wav,normal,0
fan/id_00/normal/00000050.wav,00000050.wav,normal,0
fan/id_00/normal/00000850.wav,00000850.wav,normal,0
fan/id_00/normal/00000513.wav,00000513.wav,normal,0
fan/id_00/normal/00000072.wav,00000072.wav,normal,0
fan/id_00/normal/00000371.wav,00000371.wav,normal,0
fan/id_00/normal/00000853.wav,00000853.wav,normal,0
fan/id_00/abnormal/00000273.wav,00000273.wav,abnormal,1
fan/id_00/normal/00000841.wav,00000841.wav,normal,0
fan/id_00/normal/00000029.wav,00000029.wav,normal,0
fan/id_00/normal/00000934.wav,00000934.wav,normal,0
fan/id_00/normal/00000196.wav,00000196.wav,normal,0
fan/id_00/abnormal/00000087.wav,00000087.wav,abnormal,1
fan/id_00/abnormal/00000161.wav,00000161.wav,abnormal,1
fan/id_00/normal/00000525.wav,00000525.wav,normal,0
fan/id_00/normal/00000870.wav,00000870.wav,normal,0
fan/id_00/normal/00000271.wav,00000271.wav,normal,0
fan/id_00/normal/00000952.wav,00000952.wav,normal,0
fan/id_00/normal/00000422.wav,00000422.wav,normal,0
fan/id_00/abnormal/00000220.wav,00000220.wav,abnormal,1
fan/id_00/normal/00000711.wav,00000711.wav,normal,0
fan/id_00/normal/00000173.wav,00000173.wav,normal,0
fan/id_00/normal/00000194.wav,00000194.wav,normal,0
fan/id_00/normal/00000774.wav,00000774.wav,normal,0
fan/id_00/abnormal/00000397.wav,00000397.wav,abnormal,1
fan/id_00/normal/00000801.wav,00000801.wav,normal,0
fan/id_00/abnormal/00000343.wav,00000343.wav,abnormal,1
fan/id_00/normal/00000333.wav,00000333.wav,normal,0
fan/id_00/normal/00000864.wav,00000864.wav,normal,0
fan/id_00/normal/00000734.wav,00000734.wav,normal,0
fan/id_00/normal/00000678.wav,00000678.wav,normal,0
fan/id_00/normal/00000883.wav,00000883.wav,normal,0
fan/id_00/normal/00000390.wav,00000390.wav,normal,0
fan/id_00/normal/00000175.wav,00000175.wav,normal,0
fan/id_00/abnormal/00000141.wav,00000141.wav,abnormal,1
fan/id_00/normal/00000410.wav,00000410.wav,normal,0
fan/id_00/normal/00000547.wav,00000547.wav,normal,0
fan/id_00/normal/00000656.wav,00000656.wav,normal,0
fan/id_00/abnormal/00000112.wav,00000112.wav,abnormal,1
fan/id_00/abnormal/00000011.wav,00000011.wav,abnormal,1
fan/id_00/abnormal/00000392.wav,00000392.wav,abnormal,1
fan/id_00/normal/00000575.wav,00000575.wav,normal,0
fan/id_00/normal/00000179.wav,00000179.wav,normal,0
fan/id_00/abnormal/00000140.wav,00000140.wav,abnormal,1
fan/id_00/abnormal/00000382.wav,00000382.wav,abnormal,1
